totalrx,totaltx
781,574
66,134
554,406
66,134
66,134
2672,12793
403,472
306,134
314,406
66,134
3025,9517
372,236
66,134
306,134
66,134
70594,49662
3198,11312
221,302
132,236
656,134
314,406
2157,9043
962,236
362,778
306,134
306,134
2056,1292
482,8289
2416,4704
372,236
378,134
648,200
138,134
794,3758
39529,38335
571,650
2884787,74844
314,406
66,134
66,134
306,134
2562,12929
2804016,62129
620,508
66,134
44072,30636
66,134
2425,10944
722,236
690,338
2266,6269
1137,676
306,134
2149,5901
66,134
314,406
66,134
546,134
602,802
306,134
378,134
2988,14454
469,574
126,176
66,134
66,134
66,134
306,134
734,4024
2748,14520
388,512
469,574
2397,6239
66,134
372,236
60952,42546
306,134
2472,9609
1299,574
306,134
306,134
656,134
306,134
546,134
2429,12515
156,224
306,134
2422,6359
469,574
66,134
716,496
66,134
138,134
422,888
5181,14573
132,236
66,134
2662,6425
395,134
620,574
306,134
2153,7538
156,224
824,4414
656,134
55084,38808
306,134
994,496
199,548
2549,13974
3332,3223
132,236
372,236
314,406
156,224
396,224
2542,11180
311,392
306,134
66,134
378,134
2247,9199
192,278
66,134
66,134
2890,8310
221,302
380,508
2389,5901
66,134
388,512
546,134
66,134
3358,10365
132,236
62464,46844
722,326
222,236
494,4624
656,134
306,134
3004,12348
717,846
66,134
66,134
2615,8986
222,236
66,134
314,406
156,224
378,134
2842,11222
475,472
2649,5642
2570,2018
66,134
306,134
306,134
66,134
66,134
3073,14099
1264809,38844
1621271,31910
66,134
66,134
55576,38808
2429,12713
66,134
2804283,73191
656,134
66,134
66,134
66,134
362,770
66,134
2946,15358
132,236
1197,846
2149,5967
132,236
378,134
126,176
66,134
554,406
2542,11312
469,574
66,134
66,134
66,134
2529,9307
322,410
306,134
896,134
2336,7840
155,200
54987,41268
132,236
132,236
656,134
2336,7840
469,574
66,134
66,134
362,1022
66,134
2623,12058
306,134
314,406
3112,8672
132,236
593,344
66,134
2221,6033
380,508
2668,2018
66,134
306,134
2406,9411
469,574
66,134
546,134
656,134
2289,9241
612,236
656,134
63394,44760
66,134
746,224
2608,11246
643,472
66,134
66,134
66,134
2721,12088
66,134
372,236
306,134
314,406
66,134
2772,9651
533,236
132,302
66,134
554,406
2885,10117
792,236
66,134
66,134
1924,1292
548,8289
1315,850
306,134
2149,5901
1448,863
66,134
52450,37138
656,134
2406,9543
709,574
66,134
66,134
66,134
306,134
2608,11312
757,1706
306,134
66,134
306,134
314,406
366,176
378,134
3058,16223
138,134
709,574
2908,2380
66,134
66,134
546,134
66,134
2480,12685
811,302
66,134
306,134
896,134
362,1066
63386,44488
904,406
2643,15074
2895800,64787
66,134
66,134
306,134
66,134
306,134
2297,12251
132,236
132,236
2266,6269
529,616
428,1838
378,134
66,134
66,134
554,406
66,134
3004,14632
132,236
2804389,73660
306,134
904,406
322,410
66,134
656,134
306,134
2503,15525
52288,36514
66,134
2266,6137
469,574
156,224
66,134
2533,7780
132,236
306,134
2332,6269
221,302
66,134
224,176
66,134
2519,10073
378,134
2332,6269
204,236
469,574
3172,4022
66,134
306,134
2533,10812
970,508
132,236
66,134
896,134
2402,7972
403,472
1144,406
63650,44840
66,134
2631,9307
306,236
66,134
2968,7371
155,200
306,134
66,134
66,134
66,134
374,448
2363,12317
2262,4734
372,236
781,574
66,134
66,134
306,134
362,1142
66,224
2702,12927
1059,574
2479,6057
518,2594
322,410
986,224
306,134
2650,8244
1299,574
51698,36648
66,134
2313,9133
156,224
2440,3267
221,302
66,134
156,224
66,134
156,224
2978,12991
132,236
559,664
2013,4264
132,236
378,134
554,406
228,224
2646,9411
3055,2276
2149,5967
66,134
656,134
602,1198
66,134
2992,7972
1171,302
66,134
1018,2796
25778,18206
38948,26768
2297,12317
51093,2166
2834681,70158
306,134
156,224
396,224
66,134
314,406
126,176
2748,14586
155,200
2529,6341
66,134
132,236
378,134
66,134
156,224
66,134
2786,12685
717,846
656,134
306,134
66,134
656,134
322,544
66,134
156,224
3888,16157
37966,30324
14611,10526
306,134
314,406
66,134
66,134
156,224
66,134
2673,13954
2879779,68110
126,176
306,134
164,134
66,134
66,134
2363,12317
1182,134
2402,6371
533,302
380,508
2810,2018
384,406
2879,9241
132,236
156,224
726,134
306,134
2646,9411
722,236
403,472
39382,30306
4802,3480
66,134
546,134
2872,11696
2895733,70493
27650,21359
51486,29999
8044,7888
9058,8424
2913,11084
2880194,66874
372,236
66,134
66,134
66,134
378,134
2546,12817
461,302
2463,6341
372,236
656,134
314,406
66,134
656,134
1873,1056
874,10466
722,236
2596,6857
469,574
72302,53600
810,854
66,134
66,134
314,406
2425,10944
66,134
2392,6377
221,302
222,326
314,406
66,134
66,134
2608,11180
372,236
469,574
378,134
138,134
306,134
2810,1952
952,1372
66,134
314,540
896,134
66,134
2958,19233
1299,574
66,134
306,134
66,134
41458,29394
2810,13445
469,574
66,134
306,134
494,3846
66,134
126,176
66,134
314,406
66,134
3128,17398
306,134
701,302
66,134
314,406
618,134
546,134
66,134
656,134
2503,15327
132,236
66,134
656,134
66,134
66,134
912,410
314,406
552,761
66,134
76689,68493
132,236
66,134
306,134
66,134
66,134
366,176
306,134
306,134
66,134
494,4192
66,134
66,134
66,134
314,406
66,134
618,134
138,134
66,134
3160,2018
620,538
306,134
656,134
