256,276
240,0
0,0
256,276
1224,548
256,276
0,0
240,0
0,0
256,276
0,0
0,0
264,132
1534,2570
100174,4438689
240,66
838,272
512,552
240,0
372,42
590,0
256,276
0,0
1086,276
946,1378
256,276
240,0
631,1874
314,361
372,66
0,0
0,0
66,210
330,1050
2170,2686
480,0
66,89
0,0
240,0
256,276
240,0
240,0
256,244
256,276
132,66
768,762
1701,2306
126,131
72,0
902,0
198,566
198,276
3598,1838
0,0
0,0
552,1232
1022,2018
546,89
0,0
504,548
256,276
0,0
132,66
496,276
496,276
744,548
0,0
1103,2034
0,0
322,365
0,0
550,1858
66,89
512,552
0,0
590,0
240,0
820,866
590,0
312,0
871,1874
912,365
0,0
496,276
304,272
594,276
296,1172
372,66
0,0
0,0
488,272
1022,2018
66,89
1264,1104
631,1940
66,89
488,272
0,0
240,0
496,276
0,0
240,0
256,244
256,276
830,0
768,828
60,42
722,66
560,272
1589,2233
10725,476080
104998,4001118
0,0
0,0
0,0
496,276
240,0
536,1396
0,0
496,276
256,276
248,272
90,90
887,2216
256,276
562,365
0,0
798,2130
66,89
240,0
240,0
0,0
0,0
752,552
650,42
256,276
0,0
1326,276
0,0
560,272
1140,1924
818,641
0,0
256,276
1795,2648
66,89
0,0
0,0
362,1604
256,276
0,0
0,0
338,362
768,828
0,0
0,0
132,66
240,0
879,2146
40617,1838321
71312,2636701
0,0
256,244
906,318
0,0
768,828
830,0
0,0
72,0
902,0
3008,2432
240,0
0,0
0,0
480,0
388,342
240,0
0,0
550,1858
1547,4281
256,276
66,89
0,0
504,548
256,276
256,276
0,0
240,0
90,90
248,272
0,0
164,164
30903,22977
42665,28812
0,0
1086,276
1054,2474
652,455
830,0
312,0
863,2034
826,913
240,0
256,276
560,548
98,0
240,0
90,90
0,0
736,276
602,2036
0,0
240,0
1024,1104
248,272
3911,4510
66,89
790,1924
0,89
562,276
248,272
240,0
1386,286
496,276
240,0
1342,552
240,0
240,0
1293,1940
634,365
2760,2160
240,0
248,272
0,0
372,66
256,276
0,0
1022,2018
66,89
496,276
708,2692
0,0
240,0
586,366
504,548
256,276
132,66
863,2034
66,89
0,0
248,272
650,42
0,0
644,618
680,90
1038,2294
66,89
846,276
0,0
312,0
0,0
512,552
488,272
388,342
304,272
0,0
240,0
1103,2034
306,89
256,276
0,0
1276,4622
66,89
1024,1104
0,0
248,272
0,0
0,0
0,0
346,366
650,42
504,516
627,420
978,342
859,646
602,642
590,0
631,1874
378,89
568,276
2760,2160
550,1858
0,0
554,361
0,0
256,276
90,90
240,0
0,0
256,276
256,276
0,0
362,2684
736,276
806,2200
322,365
488,272
631,1940
0,0
716,131
240,0
0,0
728,272
1102,552
0,0
256,276
590,0
256,276
0,0
552,0
0,0
1062,2476
562,365
0,0
808,820
631,1940
306,89
0,0
0,0
256,276
0,0
240,0
240,90
1574,4066
0,0
480,0
0,0
248,272
60,42
846,276
550,1924
5727,551246
17090,3889014
504,548
0,0
1102,552
185,566
0,0
72,0
568,366
3090,2160
0,0
240,0
4780,2467
0,0
504,548
0,0
0,0
922,1990
1463,569
26969,4440212
0,0
496,276
496,276
428,3190
256,276
300,42
0,0
1078,272
0,0
0,0
1140,1924
66,89
512,552
1094,548
0,0
0,0
821,2150
0,0
378,89
0,0
1024,1104
512,552
550,1924
626,637
0,0
488,272
512,488
0,0
256,276
240,0
0,0
631,1940
834,917
550,1924
554,3533
0,0
590,0
256,276
25808,272
10970,0
9436,244
25936,276
10320,0
9710,0
760,824
240,0
0,0
26052,0
10724,552
47576,27319
0,0
1111,1940
66,89
806,2200
0,0
66,89
248,272
976,276
256,276
240,0
720,0
496,276
256,276
60,42
256,276
428,3634
1310,0
0,0
240,0
1388,2196
66,89
0,0
1733,2492
330,439
66,74
548,272
510,350
0,0
312,74
0,0
768,828
752,552
304,346
0,0
240,0
240,0
240,0
338,362
256,276
132,66
550,1998
66,89
768,828
923,2076
0,0
1376,89
668,3850
256,276
590,0
0,0
504,516
1184,276
0,0
0,0
1062,2476
240,0
945,2309
138,89
1064,552
2504,1884
240,0
0,0
0,0
256,276
0,0
0,0
240,0
256,276
1135,2488
306,89
240,0
388,342
556,318
240,0
590,0
256,276
782,2018
1084,4085
0,0
240,0
590,0
248,272
512,552
887,2216
0,89
306,0
256,276
248,272
312,0
0,0
512,552
256,276
692,614
0,0
0,0
0,0
0,0
782,2018
322,365
248,272
0,0
0,0
1715,3086
0,0
656,89
0,0
0,0
846,276
428,4262
0,0
846,244
256,276
798,2130
66,89
1143,2492
66,89
0,0
72,0
1072,824
2504,1884
0,0
0,0
0,0
256,276
0,0
0,0
0,0
256,276
388,342
0,0
879,2212
382,407
1038,2294
830,0
66,89
256,276
590,0
0,0
0,0
1018,4462
0,0
752,552
0,0
504,548
0,270
1102,2200
66,89
480,0
800,272
552,648
1747,2652
512,552
866,637
248,272
0,0
296,416
0,0
0,0
248,272
550,1924
126,131
1576,1836
590,0
5100,0
8820,0
838,272
7680,0
13404,846
7453,2034
66,89
1665,2814
660,727
627,902
808,618
98,0
0,0
248,272
624,856
568,276
2504,1884
0,0
446,656
550,1924
552,904
66,89
0,0
248,272
256,276
1183,2810
126,131
0,0
846,276
744,548
296,700
132,66
1396,2200
66,89
248,272
886,736
631,1940
0,89
578,552
248,272
256,276
296,784
256,276
0,0
248,272
312,0
0,0
1853,3429
91090,4441172
800,548
256,276
248,272
240,0
296,876
0,0
60,42
488,272
0,0
2541,3882
0,0
66,89
590,0
248,272
296,940
846,276
550,1924
66,89
744,516
792,1256
0,0
572,594
240,0
488,272
162,90
496,276
568,276
2504,1884
550,1924
743,471
25394,4460079
496,276
0,0
0,0
0,0
256,276
496,276
0,0
590,0
496,276
496,276
1078,272
0,0
256,276
1155,1874
66,89
790,1924
66,89
0,0
0,0
536,1200
572,594
0,0
512,552
248,272
314,74
30865,22976
50846,30051
1541,2399
17524,4443499
808,820
0,0
0,0
0,0
720,0
256,276
0,0
590,0
0,0
1024,1104
0,0
830,0
488,272
550,1924
1499,133
99776,4435824
0,0
0,0
736,244
256,276
540,42
808,1984
0,0
480,0
312,0
2264,1932
966,133
2880,3675
306,89
565,1874
66,89
744,548
240,0
0,0
240,0
256,276
256,276
830,0
0,0
256,276
1086,276
790,1924
697,2029
1094,548
66,89
0,0
240,0
0,0
0,0
60,42
0,0
256,276
362,1640
1062,2476
66,89
0,0
560,272
256,276
496,276
512,552
560,548
240,0
380,338
863,2034
66,89
256,276
590,0
0,0
0,0
1854,1104
0,0
0,0
590,0
388,342
1030,2290
256,276
937,1963
66,89
316,286
256,276
0,0
512,552
0,0
362,1926
72,0
256,276
3312,2094
248,338
0,0
0,0
790,1858
953,2305
66,89
248,272
0,0
846,276
256,276
0,0
830,0
256,276
256,276
0,0
1140,1924
322,365
0,0
248,272
871,1940
60,42
306,89
480,0
