3092,2970
678,368
66,134
1648,1090
794,406
71420,50270
656,134
636,224
156,224
156,224
884,496
66,134
306,134
786,134
66,134
378,134
786,134
156,224
156,224
816,404
306,224
156,134
794,406
396,224
156,224
546,134
306,134
138,134
606,176
26412,67026
1015418,22577
306,134
656,134
3569,9615
860,508
44002,30996
4017,7881
974,586
66,134
1938,693
3946,11767
792,416
306,268
884,496
222,326
2841,8055
2999,3983
306,134
3228,8084
2692,2749
222,326
156,224
726,314
758,802
156,224
1013382,33468
412,611
366,176
306,134
3646,10806
643,472
2325,4242
722,236
2889,4762
842,986
71920,50180
2416,8097
551,392
2239,2853
460,498
396,224
2963,7868
636,224
726,314
3067,9154
444,236
2842,3378
469,574
66,134
546,134
2819,8630
306,134
2869,4913
336,404
2371,5789
546,134
3462,5124
871,664
1136,134
4875,7673
306,134
3897,6267
66,134
66,134
3944,7436
44157,31164
66,134
546,134
66,134
3647,12676
546,134
156,224
66,134
4001,9813
2819,5896
714,506
546,134
2436,6484
403,472
794,406
246,314
2197,5855
786,134
3339,6755
66,134
906,494
382,452
3390,9712
1011735,23308
156,224
896,134
794,406
66,134
1013009,31023
612,236
387692,55472
306,134
546,134
66,134
5824,15334
1011578,23283
156,224
66,134
3089,6460
610,1886
2925,5542
786,134
156,224
644,496
3484,11584
221,302
2613,5542
702,416
2633,3524
314,406
3063,5494
306,134
728,134
726,314
5230,11552
3358,1588
636,224
66,134
746,224
786,134
46799,42106
2239,2853
546,134
66,134
2131,5855
2516,4859
539,404
66,134
2155,5879
132,134
618,134
396,224
2683,6732
2231,2581
1568,2168
2346,6460
2146,2749
1032,416
826,894
602,678
2825,6592
912,344
66,200
1013389,14504
1234,496
156,224
2291,7516
2796,3222
799,664
396,224
73499,54198
66,134
156,224
2963,7970
66,134
66,134
314,406
66,134
2832,11239
2328,3021
444,236
486,314
66,134
2435,6460
164,134
66,134
2827,8028
222,326
66,134
3536,10108
2774,944
156,224
228,224
1144,406
2866,2622
5028,13295
1052,326
156,224
246,314
14279,16229
34513,24188
486,314
306,134
66,134
2799,10297
2640,1675
671,2277
66,134
546,134
546,134
2751,8097
2809,3009
306,134
66,134
3580,9235
2674,3601
66,134
546,134
2787,6325
1010871,23231
546,134
562,410
2221,5879
1226,224
2843,7511
66,134
1226,224
156,224
3132,11260
1019377,29271
63668,44778
306,134
726,314
1013127,30505
314,406
636,224
66,134
2205,8997
546,134
396,224
2793,5029
2471,2581
156,224
66,224
636,134
66,134
2959,11709
2719,2919
126,176
986,224
636,224
289,717
2968,7538
2561,2671
2660,2108
656,134
2505,8163
66,134
246,314
17556,14962
28699,24621
66,134
685,807
2732,6511
2655,5224
852,236
246,314
66,134
786,134
3063,9940
444,302
546,134
156,224
1938,693
1649,8328
2081,2671
66,134
696,266
1168,622
3063,10006
2561,2737
1160,682
306,134
636,224
3321,6596
2094,4781
543,538
306,134
2131,5789
42530,29882
28956,20522
66,134
2525,6550
2085,4242
560,3354
306,134
3186,8150
2146,2749
554,406
396,224
378,134
66,134
66,134
4988,12585
710,598
66,134
126,176
1013956,12856
66,134
692,1008
2961,5789
444,236
2144,4691
1539,574
3088,2198
66,134
794,406
2291,7582
2475,3432
41746,29220
2322,1910
66,134
2271,9129
2272,3288
739,844
306,134
396,224
2525,6616
546,134
2663,7582
2762,4757
941,302
66,134
3129,7325
1010731,21777
156,224
126,176
1014260,23273
578,622
314,406
3271,7492
478,602
156,224
4010,7970
607,1224
1991,2581
786,134
156,224
306,134
71636,49550
3681,10840
314,406
786,134
66,134
396,224
3060,11263
2476,2839
222,326
636,224
306,134
378,134
3167,8303
1995,4152
156,224
974,3884
2646,6502
1051,302
2565,4242
314,406
2885,3252
546,134
2169,4218
656,134
2915,6460
37468,27240
246,134
3511,7287
222,326
199,627
47538,37672
156,224
156,224
876,224
1013350,30346
66,134
1026,134
2582,8257
1010022,8774
636,224
156,224
378,134
546,134
156,224
1014169,27157
546,134
896,134
546,134
636,224
3658,11859
2822,7095
372,236
912,410
66,134
554,406
1013126,30982
66,134
546,134
66,134
1012113,32235
1027836,58846
396,290
2371,5855
702,326
66,134
2995,7408
2231,2581
636,224
2300,4847
709,574
306,134
768,224
2719,7854
1011207,23924
816,224
126,134
1012700,12499
546,134
156,224
2721,5855
612,236
396,224
3143,5029
546,134
2131,5789
2998,6416
786,134
2412,6460
221,302
674,406
46187,36717
1010859,11186
876,224
486,314
494,224
3921,11474
2635,3045
66,134
546,134
2371,5855
608,1388
3182,6333
1001,344
66,134
546,134
2985,5813
396,224
974,586
3583,8435
156,224
682,378
3470,6394
477,578
876,224
2131,5789
132,236
3027,5095
306,134
66,134
546,134
71824,54890
2456,9727
3016,3276
245,290
2333,4514
636,224
66,134
4846,2663
2681,7582
3293,4560
404,496
3567,4194
306,134
2210,4757
1861,392
2377,3715
66,134
3439,6460
156,224
396,224
1466,224
3101,8924
716,496
3020,4847
3054,4453
2636,2120
1116,224
66,134
66,134
3055,9800
43762,30996
66,134
546,134
66,134
2420,9536
1245,1438
246,314
546,134
966,314
314,406
2665,9890
918,176
156,224
656,134
546,134
404,496
66,134
1226,224
66,134
322,378
1432,1226
156,224
412,500
876,224
156,224
156,224
636,224
380,538
66,134
546,134
71330,50180
306,134
546,134
66,134
306,134
546,134
66,134
66,134
636,224
426,494
602,1282
1248,266
66,134
656,134
794,406
