2798,2768
132,334
66,134
1058,1090
554,406
322,378
306,134
66,134
66,134
66,134
314,540
66,134
306,134
66,134
66,134
66,134
66,134
71390,50222
66,134
896,134
66,134
66,134
904,406
66,134
66,134
656,134
66,134
306,134
66,134
1557072,65410
3708,3132
9186,1480970
66,134
362,694
66,134
1543588,42093
66,134
314,406
684,684
132,236
36794,1480713
66,134
66,134
314,406
1545500,51024
18132,684
15142,1479750
52462,31038
16856,134
6756,335
1986,134
1548770,46187
15666,134
6372,684
3362,236
34724,1478924
1522,410
306,134
546,134
3732,684
51624,1481682
1550761,45209
2766,134
3182,482
15426,134
1042,378
1332,1234
25086,1478941
1544508,41410
306,134
1026,134
14706,134
620,956
612,236
1554867,1497525
546,150
606,176
71810,50180
904,406
5826,134
306,134
656,134
1545439,36189
8938,1480868
896,134
306,134
66,134
132,684
1544159,20122
35784,1479064
626,406
306,134
66,134
1544942,33501
306,134
66,134
132,684
8302,1479858
434,538
306,134
1546519,35975
306,134
306,134
428,1936
34662,1478590
126,176
66,134
44600,31268
1545117,26832
306,134
962,684
132,236
33498,1480235
904,406
66,134
1543911,20031
562,410
372,684
34240,1478665
306,134
1545504,32919
66,134
372,684
132,236
34918,1479944
570,650
66,134
66,134
66,134
1543856,48167
66,134
66,134
132,684
33300,1478973
422,1728
66,134
656,134
1616904,96720
554,406
1018,1144
34372,1480138
306,134
896,134
66,134
554,406
1543915,46938
66,134
132,684
132,236
35148,1478869
618,134
1545250,18822
306,134
306,134
66,134
612,684
35570,1480890
66,134
444,236
1544055,34926
2636,2568
34570,1478502
546,134
126,176
66,134
722,684
27154,1478641
43762,30996
1546218,47213
428,2096
66,134
896,134
66,134
554,406
428,1196
132,236
12716,1480324
66,134
1543903,36748
314,406
444,684
35058,1478563
66,134
66,134
1545272,17668
562,378
132,818
35808,1480559
66,134
66,134
66,134
45434,406
126,176
66,134
1589420,25066
722,684
132,236
105834,1528571
896,150
66,134
1590523,18518
656,134
66,134
230,684
35354,1482376
1545101,19133
66,134
66,134
314,406
362,836
444,684
1546183,453952
6519,1067287
66,134
554,406
66,134
306,134
138,134
66,134
66,134
1548081,52263
34818,1480092
126,176
66,134
656,134
132,684
1578260,1522353
43080,29956
66,134
306,134
656,134
1545215,29409
66,134
66,134
132,684
12409,547783
22401,933022
66,134
66,134
1543983,41112
378,134
132,684
33976,1478527
314,406
1545192,42933
322,378
66,134
66,134
66,134
380,956
1552426,1523877
66,150
126,176
656,134
66,134
1545095,20322
890,352
93182,1520510
66,134
656,134
66,134
314,406
132,684
1552120,1502754
66,150
66,134
66,134
132,684
38246,1481343
66,134
378,134
1545419,22641
66,200
306,134
428,3076
66,134
650048,21889
893649,5708
8864,1478956
66,134
2818,2192
66,134
126,176
656,134
676,1632
14968,1478512
1544367,42359
57826,40778
306,134
722,684
35214,1479005
66,134
1544961,22487
342,170
66,134
66,134
570,682
306,134
132,684
552,797
1552683,1506635
66,150
66,134
66,134
388,928
35074,1478814
66,134
66,134
156,224
1545636,39161
192,726
17080,1479844
1144,406
66,134
66,134
722,684
1578233,1500457
57266,40414
1440,1150
66,134
66,134
546,134
546,134
1543746,44378
612,684
306,134
13698,1478760
66,134
66,134
66,134
866,406
66,134
1545737,31732
306,134
132,684
8550,1480942
306,134
138,134
1543525,32725
2630,2060
132,684
33655,1476759
2423,2007
66,134
1084,3674
1545793,26466
66,582
69886,1520631
314,406
306,134
66,134
1543671,42423
66,134
66,134
314,406
132,684
34150,1479180
66,134
66,134
1545853,24345
618,134
66,134
66,134
132,684
388,480
34686,1480325
314,406
66,134
1544007,25088
132,684
34500,1478398
66,134
66,134
656,134
11106,134
1560979,23550
40266,1480228
68896,40398
16626,134
6014,4080
66,134
66,134
66,134
9914,406
15972,684
1583531,1528281
306,150
66,134
306,134
314,406
378,134
66,134
234,750
1545383,25861
34422,1480360
306,134
66,134
138,134
126,176
37202,27266
1544241,17376
11190,1478838
66,134
656,134
66,134
66,134
656,134
59962,40124
1547477,23843
852,684
28507,1402920
6275,77569
1746,134
2706,134
1454,4346
306,134
37898,1480710
2706,134
1547377,47419
1506,134
2298,134
132,684
66,134
34818,1480325
1546174,20551
3186,134
1266,134
3246,176
6066,134
2576,134
3666,134
3972,684
1553117,1499477
66,150
6602,1038
2336,134
1754,406
1606484,75480
372,684
470,236
9870,1480096
546,134
306,134
362256,7874
1181593,28542
8302,1478590
66,134
66,134
546,134
560,4764
378,134
132,236
1545344,36382
620,956
34488,1480126
546,134
66,134
678,176
1544311,35665
3124,2840
132,236
34698,1478524
306,134
66,134
656,134
1545402,45180
59932,1498029
32266,22832
66,134
66,134
66,134
314,406
132,684
34158,1480426
1545881,51436
66,134
322,410
132,684
34992,1480325
306,134
378,134
66,134
1543547,21991
66,134
684,1736
672,278
11388,1479036
66,134
1546081,22803
66,134
306,134
962,684
8512,1480487
66,134
